GISJOIN,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,ZIP,YEAR,POP,POPDENS,P0_44,PER0_44,P45_64,PER45_64,P65_,PER65,PERW,WNH,PERHIS,HISPNH,PERBLK,BLKNH,PERASN,PERAUTO,PERTRAN,PERPEDB,PERTELE,PERBACH,MEDINC,PERNCITZ,PERASSIS,PEROFFTC,PERHSRV,PERPSRV,PERFOOD,PERCLEAN,PERTROCC,PERHU1,PERHU2_9,PERHU10p,PERMOBH,PERNOINS,PERNOBB,NYDUM,CASE4_11,CASE4_16,TEST4_16,CASE_5_1,TEST_5_1
G10314,10314,10314,B5,G6350,S,35431249,1688993,40.5992625,-74.165748,53592.44647,36449700.87,10314,2014-2018,90761,0.002561609,50454,0.55589956,24662,0.271724639,15645,0.1723758,0.624673593,1,0.151232358,0,0.036932162,0,0.164211501,0.676366865,0.269180498,0.024587536,0.021751461,0.338113632,86742,0.071142892,0.088195906,0.515359191,0.042043356,0.040463692,0.038373676,0.023087392,0.050573539,0.656216184,0.266111579,0.07565829,0.002013947,0.043489888,0.158822779,1,,,,2363,5892
G10451,10451,10451,B5,G6350,S,2665302,9963,40.8204537,-73.9250659,9685.640157,2665300.654,10451,2014-2018,47798,0.017933427,30399,0.635988954,11379,0.238064354,6020,0.125946692,0.026444621,0,0.590736014,1,0.353822336,0,0.011653207,0.176095139,0.674049424,0.10670449,0.029240085,0.194793302,28921,0.155508599,0.401296868,0.338760142,0.11661452,0.043856393,0.078167259,0.081773347,0.074349048,0.013025548,0.086904043,0.898611949,0,0.097913961,0.335878262,1,,,,1378,2779
G10452,10452,10452,B5,G6350,S,2559781,0,40.8373911,-73.9234379,7039.183958,2559782.183,10452,2014-2018,76078,0.029720511,52930,0.695733326,16996,0.223402298,6152,0.080864376,0.019006809,0,0.681182471,1,0.270340966,0,0.013499303,0.15948711,0.699670189,0.090933567,0.031466649,0.142386058,28277,0.250768948,0.479407487,0.306684571,0.124422756,0.036190351,0.10621295,0.086725838,0.070677627,0.021791232,0.067549132,0.910290918,0.000368718,0.11866238,0.332236087,1,,,,1920,3857
G10453,10453,10453,B5,G6350,S,2372518,6524,40.8528201,-73.9123103,7256.423248,2378854.554,10453,2014-2018,79606,0.033553381,54558,0.68535035,18332,0.230284149,6716,0.0843655,0.011820717,0,0.691543351,1,0.274062257,0,0.013102027,0.198533089,0.652808801,0.07627938,0.048774796,0.127079035,25275,0.232608095,0.533521602,0.320142242,0.135129845,0.030503719,0.082930967,0.08766149,0.084105442,0.031826148,0.100525762,0.86256572,0.002839117,0.094903361,0.321902736,1,,,,1912,3818
G10454,10454,10454,B5,G6350,S,2714424,0,40.805492,-73.9166041,8030.969121,2714422.554,10454,2014-2018,38203,0.014074072,27331,0.71541502,7660,0.200507814,3212,0.084077167,0.023244248,0,0.679423082,1,0.281470042,0,0.003402874,0.135856079,0.714330025,0.105148883,0.017912531,0.078702643,21149,0.170824281,0.554340396,0.302251044,0.074165176,0.037194395,0.124627311,0.11590638,0.093545021,0.044685124,0.159159375,0.792569215,0,0.142407883,0.397205134,1,,,,949,2017
G10455,10455,10455,B5,G6350,S,1846908,0,40.8147128,-73.9085897,7647.74378,1846907.087,10455,2014-2018,42283,0.022893939,29298,0.692902585,9115,0.21557127,3870,0.091526145,0.013315044,0,0.718302864,1,0.243312915,0,0.012321737,0.176188936,0.686120996,0.085797477,0.033904885,0.118334892,26801,0.189366885,0.513436567,0.330321602,0.118089341,0.03689897,0.112023757,0.069311935,0.074619321,0.039028276,0.170118147,0.788795964,0,0.121813569,0.358239011,1,,,,1041,2114
G10456,10456,10456,B5,G6350,S,2635671,0,40.8298858,-73.9081213,9028.8789,2635665.586,10456,2014-2018,94218,0.035747254,63750,0.676622301,21966,0.233140164,8502,0.090237534,0.012025303,0,0.615285826,1,0.34315099,0,0.008310514,0.187587941,0.672245008,0.094602281,0.03029668,0.127959895,27106,0.195100724,0.506174043,0.275964821,0.148064572,0.054446566,0.075883816,0.091708615,0.089249552,0.034715138,0.133512628,0.829422857,0.001267427,0.102682552,0.334763112,1,,,,2044,4227
G10457,10457,10457,B5,G6350,S,2743123,0,40.8471621,-73.8986628,10943.41028,2743129.839,10457,2014-2018,74554,0.027178511,52086,0.698634547,15714,0.210773399,6754,0.090592054,0.014110578,0,0.665691982,1,0.294605253,0,0.009147732,0.202458558,0.662246228,0.075246787,0.044291302,0.127123112,27420,0.236472892,0.516359503,0.315222449,0.123626472,0.034110025,0.084720283,0.0957443,0.078671391,0.045733947,0.163103568,0.78760583,0.00112112,0.109937059,0.377202241,1,,,,1714,3574
G10458,10458,10458,B5,G6350,S,2603707,0,40.8625289,-73.8881594,9096.829927,2603709.239,10458,2014-2018,83960,0.032246332,60033,0.715019057,17341,0.206538828,6586,0.078442115,0.083313483,0,0.697510719,1,0.174094807,0,0.027787041,0.170321726,0.665562116,0.115465719,0.034883721,0.143008058,33932,0.248392091,0.473132468,0.327973345,0.098507895,0.036418948,0.091235695,0.094046067,0.068173258,0.029130225,0.157909235,0.809896013,0.002238138,0.117708743,0.287405615,1,,,,1670,3556
G10459,10459,10459,B5,G6350,S,2124313,0,40.8258556,-73.8929413,7765.25089,2124309.435,10459,2014-2018,48351,0.02276077,32665,0.67558065,10822,0.223821638,4864,0.100597713,0.016359538,0,0.678993196,1,0.288763418,0,0.007362826,0.212477498,0.657965797,0.07870162,0.03330333,0.139193894,27687,0.179479225,0.479550726,0.329659483,0.108680156,0.042221857,0.082524538,0.081647201,0.059000932,0.062218975,0.249156924,0.684802158,0.001180306,0.104157595,0.347881822,1,,,,1250,2476
G10460,10460,10460,B5,G6350,S,3399055,0,40.8417362,-73.8795975,12753.233,3399049.647,10460,2014-2018,59505,0.017506336,39199,0.658751365,13694,0.230131922,6612,0.111116713,0.025863373,0,0.695050836,1,0.252802286,0,0.014923116,0.258109257,0.637331663,0.057312872,0.031676435,0.119889473,26866,0.178304344,0.51313408,0.303229974,0.121059432,0.044315245,0.071447028,0.096856158,0.07833764,0.050051263,0.23566968,0.713067387,0.001211669,0.093053361,0.353715208,1,,,,1351,2800
G10461,10461,10461,B5,G6350,S,6201816,0,40.8473944,-73.8405832,15685.85679,6201813.621,10461,2014-2018,50348,0.008118267,29702,0.589934059,12808,0.254389449,7838,0.155676492,0.332763963,0,0.46607611,0,0.076706125,0,0.106915866,0.418135586,0.453993018,0.091152006,0.023617636,0.281186914,56612,0.120461587,0.173614413,0.442684417,0.044993049,0.035766946,0.061086068,0.057083877,0.052323377,0.254031661,0.387532672,0.357843863,0,0.0764182,0.234849686,1,,,,1627,3640
G10462,10462,10462,B5,G6350,S,3818109,15353,40.8432666,-73.860417,12637.10428,3832287.833,10462,2014-2018,76756,0.020103145,47909,0.624172703,19602,0.255380687,9245,0.12044661,0.116069102,0,0.475311376,0,0.248189067,0,0.12542342,0.266530635,0.629267082,0.06209673,0.025202669,0.255598281,52409,0.14960394,0.250786988,0.436969088,0.070724889,0.040627459,0.06198605,0.057128124,0.066138356,0.087114396,0.220790488,0.6906491,0.000642674,0.076227559,0.223538571,1,,,,1932,4277
G10463,10463,10463,B5,G6350,S,3755854,345779,40.8806784,-73.9065404,13324.07659,4101629.463,10463,2014-2018,71360,0.018999674,40032,0.560986547,17213,0.241213565,14115,0.197799888,0.316479821,0,0.511098655,1,0.111827354,0,0.036140695,0.290668328,0.562673314,0.072659293,0.049166537,0.404237851,58551,0.129624439,0.215326686,0.466018252,0.066282421,0.028398175,0.069494476,0.046619837,0.028067963,0.05361492,0.084309212,0.860174157,0.001901712,0.055220291,0.189352207,1,,,,1551,3663
G10464,10464,10464,B5,G6350,S,8993192,237116,40.8695935,-73.7958478,38890.32512,8993592.199,10464,2014-2018,4434,0.00049304,2221,0.50090212,1216,0.274244475,997,0.224853406,0.668921967,1,0.251917005,0,0.01871899,0,0.055254849,0.657597321,0.221431561,0.048974466,0.065299288,0.426301853,93365,0.028867839,0.11780243,0.605972625,0.002488594,0.07258399,0.011613438,0.051845707,0.01244297,0.550764951,0.336114975,0.113120074,0,0.052548489,0.189646064,1,,,,113,340
G10465,10465,10465,B5,G6350,S,8798573,2711,40.8240184,-73.8234687,25191.05039,8798775.143,10465,2014-2018,44205,0.00502411,24116,0.545549146,12409,0.280714851,7680,0.173736003,0.4275082,0,0.442664857,0,0.088564642,0,0.028367832,0.600642398,0.308402162,0.038492913,0.033649434,0.263032335,74796,0.053410248,0.144991872,0.469726851,0.041366729,0.048072182,0.057094961,0.027807908,0.046691648,0.423287021,0.425840162,0.149329058,0.00154376,0.061209574,0.207265224,1,,,,1316,3332
G10466,10466,10466,B5,G6350,S,5215221,5147,40.8909641,-73.8462394,12172.06343,5220377.233,10466,2014-2018,72479,0.013897589,43538,0.600698133,19851,0.273886229,9090,0.125415638,0.028615185,0,0.220353482,0,0.690600036,1,0.02992591,0.417181804,0.493326993,0.059819306,0.01955936,0.233119005,51477,0.156459112,0.289655754,0.4140833,0.137956361,0.036080424,0.038192,0.056094501,0.045536616,0.256790123,0.437236161,0.303823178,0.00167264,0.094779608,0.274595005,1,,,,2044,4194
G10467,10467,10467,B5,G6350,S,6049164,0,40.8699533,-73.8657645,22048.41404,6049170.104,10467,2014-2018,103732,0.017148155,67726,0.652893996,24646,0.237593028,11360,0.109512976,0.093857248,0,0.523329349,1,0.304476921,0,0.057031581,0.240411932,0.627840909,0.092637311,0.029758523,0.192079502,37015,0.196679906,0.373734074,0.385931994,0.084115143,0.030113038,0.083405794,0.079012402,0.06086678,0.062418894,0.215182974,0.719491305,0.002517519,0.098536157,0.291326364,1,,,,2832,5713
G10468,10468,10468,B5,G6350,S,2773214,45100,40.8689403,-73.899995,13190.65309,2818315.452,10468,2014-2018,78647,0.028359514,52845,0.671926456,17990,0.228743627,7812,0.099329917,0.029537045,0,0.757663992,1,0.162282096,0,0.028278256,0.158627578,0.700487633,0.089154574,0.041977557,0.151305512,36046,0.25918344,0.424405802,0.314848606,0.112105833,0.029680105,0.11153561,0.103181844,0.079260991,0.026858077,0.095002726,0.872287843,0.001599128,0.123412978,0.254081555,1,,,,2065,3937
G10469,10469,10469,B5,G6350,S,6404387,0,40.86861,-73.8481368,16710.03639,6404391.202,10469,2014-2018,73870,0.011534281,42038,0.569080818,19616,0.265547584,12216,0.165371599,0.107039394,0,0.28994179,0,0.518722079,1,0.064396913,0.456979726,0.461620664,0.048393991,0.018808012,0.249883232,63652,0.142534182,0.189175947,0.408141562,0.085758176,0.038610381,0.053558241,0.046468347,0.062597855,0.396550995,0.448328332,0.153894924,0.000803077,0.076480929,0.2444098,1,,,,2526,4953
G10470,10470,10470,B5,G6350,S,3703474,3918,40.8895259,-73.8725858,13305.84027,3707389.291,10470,2014-2018,15432,0.004166898,8547,0.553849145,4270,0.276697771,2615,0.169453084,0.362234318,0,0.21092535,0,0.37026957,0,0.034797823,0.398952302,0.507444169,0.051419906,0.026192446,0.312538441,57160,0.12350959,0.197004608,0.445398444,0.067078079,0.031392541,0.041051784,0.040112691,0.046015562,0.222985634,0.409275453,0.366645846,0.001093067,0.082586095,0.253456221,1,,,,387,882
G10471,10471,10471,B5,G6350,S,6659943,28258,40.8987884,-73.9031302,12739.89307,6688204.787,10471,2014-2018,21896,0.003287716,10957,0.500411034,5385,0.245935331,5554,0.253653635,0.585449397,1,0.228489222,0,0.103945926,0,0.057636098,0.435829423,0.431340543,0.064374617,0.061211998,0.547046639,85707,0.088509317,0.078157711,0.553093812,0.028642715,0.036027944,0.016666667,0.02255489,0.023453094,0.17645842,0.129602813,0.690422011,0.003516756,0.044472496,0.180158176,1,,,,507,1282
G10472,10472,10472,B5,G6350,S,2729341,0,40.8295564,-73.8693102,8064.018594,2729342.582,10472,2014-2018,68796,0.025206085,45819,0.666012559,15314,0.222600151,7663,0.11138729,0.026091633,0,0.645429967,1,0.237557416,0,0.065163672,0.218450793,0.667438393,0.071260399,0.028763146,0.123312971,30977,0.244868888,0.425001142,0.326804828,0.086009261,0.028770971,0.112692629,0.07731724,0.062324452,0.084900821,0.379488714,0.533344733,0.001795486,0.138738607,0.336364052,1,,,,1618,3074
G10473,10473,10473,B5,G6350,S,5539539,5538,40.8186904,-73.8584741,13776.57557,5539538.301,10473,2014-2018,59609,0.010760643,35821,0.600932745,15009,0.251790837,8779,0.147276418,0.025751145,0,0.608381285,1,0.334211277,0,0.015400359,0.415571689,0.500779475,0.053939691,0.014654136,0.180582624,41638,0.096495496,0.322999761,0.382576256,0.096071977,0.051437349,0.042966864,0.056221198,0.093526443,0.236392621,0.212844455,0.541334548,0.002049647,0.064131535,0.274229759,1,,,,1637,3550
G10474,10474,10474,B5,G6350,S,3961350,0,40.8106185,-73.8844743,9972.172749,3961344.536,10474,2014-2018,12127,0.00306133,8664,0.714438855,2550,0.210274594,913,0.075286551,0.012121712,0,0.633957285,1,0.348725983,0,0.000742146,0.231371558,0.575650417,0.130083354,0.055569588,0.11566298,25493,0.268326874,0.486238532,0.294117647,0.126507507,0.056608417,0.069406842,0.082697514,0.0553778,0.065650357,0.263584952,0.668305877,0.002458815,0.131994762,0.341456422,1,,,,277,602
G10475,10475,10475,B5,G6350,S,4454301,287086,40.8743749,-73.8236561,15157.4011,4454447.742,10475,2014-2018,43208,0.009700287,21596,0.499814849,11018,0.254999074,10594,0.245186077,0.079128865,0,0.29027032,0,0.567927236,1,0.027448621,0.355007242,0.554365818,0.062952617,0.012828471,0.282660627,50832,0.061909832,0.149314995,0.505611757,0.097790528,0.064572953,0.044592078,0.036036036,0.03397252,0.029454927,0.047903564,0.917976939,0.000838574,0.054262643,0.282850898,1,,,,1498,3531
G11004,11004,11004,B5,G6350,S,2459128,0,40.7462055,-73.7114817,9134.280555,2459125.403,11004,2014-2018,15234,0.006194879,7757,0.50918997,4495,0.295063673,2982,0.195746357,0.334121045,0,0.125771301,0,0.065839569,0,0.428580806,0.750590852,0.193382455,0.040734047,0.015292646,0.42464323,92657,0.07529211,0.045577443,0.633274433,0.030175343,0.031262743,0.02324317,0.019029496,0.081011282,0.473222616,0.451016981,0.075760403,0,0.033045176,0.168211665,1,,,,489,872
G11101,11101,11101,B5,G6350,S,6743197,236158,40.7475596,-73.9389416,17864.07299,6925233.541,11101,2014-2018,30043,0.004455305,20998,0.698931531,6540,0.217687981,2505,0.083380488,0.324401691,0,0.263222714,0,0.144792464,0,0.225443531,0.124583226,0.759810208,0.075083355,0.034047192,0.480186164,65392,0.179143228,0.188396993,0.543737817,0.041483918,0.015838207,0.055555556,0.041240253,0.040631092,0.038420364,0.221541572,0.739383847,0.000654217,0.05827074,0.161819424,1,,,,524,1316
G11102,11102,11102,B5,G6350,S,2042468,2387,40.7728839,-73.9262952,7799.014872,2042465.999,11102,2014-2018,30800,0.015079796,20732,0.673116883,6437,0.208993506,3631,0.11788961,0.429512987,0,0.307532468,0,0.086331169,0,0.150974026,0.15839144,0.720726136,0.07267372,0.036186583,0.481077178,64067,0.183733766,0.158889229,0.497557373,0.013349239,0.028061804,0.072824358,0.058736651,0.034708021,0.03468848,0.475859524,0.489451996,0,0.1004095,0.175489596,1,,,,510,1121
G11103,11103,11103,B5,G6350,S,1842767,0,40.7625756,-73.9134576,7504.23045,1842764.409,11103,2014-2018,36140,0.019611812,24708,0.683674599,7347,0.20329275,4085,0.113032651,0.579773105,1,0.227006087,0,0.018926397,0,0.147537355,0.155778664,0.731398707,0.077018292,0.026910558,0.517261719,71437,0.186026563,0.071369295,0.508962327,0.01596762,0.010852644,0.079704666,0.045723435,0.042921318,0.066440941,0.584702487,0.347135879,0.001720693,0.109795241,0.143887648,1,,,,446,1053
G11104,11104,11104,B5,G6350,S,1005110,0,40.7446474,-73.9202029,5994.4115,1005106.792,11104,2014-2018,26119,0.02598621,16718,0.640070447,6043,0.231364141,3358,0.128565412,0.434970711,0,0.314330564,0,0.012289904,0,0.218614801,0.160243951,0.717847329,0.061591046,0.049527512,0.458575581,61269,0.284696964,0.082451158,0.475009969,0.017213877,0.009902964,0.08799681,0.04107404,0.054765386,0.064539007,0.241922774,0.692750197,0.000788022,0.136107814,0.178500732,1,,,,401,895
G11105,11105,11105,B5,G6350,S,4356927,0,40.7789714,-73.9062501,11548.31263,4356921.197,11105,2014-2018,37382,0.0085799,23871,0.638569365,8681,0.232224065,4830,0.12920657,0.609250441,1,0.21967792,0,0.021159917,0,0.121662832,0.231581385,0.641028016,0.074507988,0.045751331,0.485554647,73959,0.136589803,0.099004101,0.516413916,0.013068689,0.013782337,0.064986619,0.030330062,0.048795718,0.124108991,0.630547252,0.245343757,0,0.086567564,0.164421012,1,,,,418,1138
G11106,11106,11106,B5,G6350,S,2214073,14591,40.7622113,-73.9315281,6856.745642,2214072.406,11106,2014-2018,38363,0.01732689,25157,0.655762062,7996,0.208429998,5210,0.13580794,0.411307771,0,0.282668196,0,0.059849334,0,0.207256992,0.139523922,0.723591798,0.089559274,0.037332076,0.499102155,63703,0.179391601,0.139300847,0.476250507,0.022331277,0.010850479,0.076403584,0.05002026,0.041420918,0.04797106,0.359180036,0.589755688,0.003093216,0.083222526,0.171786723,1,,,,535,1250
G11109,11109,11109,B5,G6350,S,128904,24260,40.7459786,-73.9575239,2472.400321,128903.541,11109,2014-2018,5981,0.04639887,4828,0.807222872,1054,0.176224712,99,0.016552416,0.621802374,1,0.055676308,0,0.041464638,0,0.250794182,0.107782961,0.853424994,0.018168426,0.020623619,0.836132732,148590,0.230229059,0,0.754213483,0,0,0.017790262,0.005617978,0,0,0.03271028,0.96728972,0,0.078916569,0.005416385,1,,,,46,173
G11201,11201,11201,B5,G6350,S,3644690,39281,40.6937005,-73.9898589,10972.67769,3644850.084,11201,2014-2018,62823,0.017236857,42621,0.678429874,13000,0.206930583,7202,0.114639543,0.588813014,1,0.115674196,0,0.125750123,0,0.117918597,0.067198242,0.68449228,0.15076637,0.081511326,0.7410613,124996,0.099056078,0.084191399,0.596870136,0.015454748,0.011396487,0.017567267,0.007810763,0.007338225,0.043297225,0.223252334,0.730425165,0.002960216,0.054451292,0.100509495,1,,,,527,1560
G11203,11203,11203,B5,G6350,S,5555600,0,40.6495897,-73.9343744,10838.45192,5555600.096,11203,2014-2018,75451,0.013581071,42714,0.566115757,19186,0.254284237,13551,0.179600005,0.038183722,0,0.064227114,0,0.862453778,1,0.017746617,0.309771188,0.601068177,0.04946883,0.029389447,0.234682889,51277,0.152536083,0.17773135,0.386925744,0.130112057,0.051500301,0.030665176,0.049752099,0.059180925,0.27213348,0.475813232,0.250307185,0.001746104,0.080210016,0.265192176,1,,,,1689,3321
G11204,11204,11204,B5,G6350,S,4113158,0,40.6187771,-73.9848309,9846.738425,4113157.983,11204,2014-2018,76978,0.01871506,48999,0.636532516,17502,0.227363662,10477,0.136103822,0.543947621,1,0.109070124,0,0.011055107,0,0.316661903,0.309410199,0.525497452,0.127113968,0.03135651,0.27176328,49785,0.188131674,0.267488666,0.43692066,0.067776905,0.020549882,0.073150039,0.039842891,0.059450118,0.217977615,0.551647754,0.228664698,0.001709933,0.082318223,0.263844752,1,,,,1634,3399
G11205,11205,11205,B5,G6350,S,2447347,0,40.6946616,-73.9662414,10434.81728,2447342.216,11205,2014-2018,46064,0.018822014,34451,0.747894234,8175,0.177470476,3438,0.07463529,0.422672803,0,0.176992879,0,0.294937478,0,0.068122612,0.128049359,0.596962506,0.200664452,0.062695776,0.451093085,56708,0.108153873,0.275009206,0.4566428,0.043848566,0.025410642,0.044456924,0.038934906,0.036829051,0.052875906,0.335541214,0.61158288,0,0.058487688,0.233460169,1,,,,588,1533
G11206,11206,11206,B5,G6350,S,3715220,0,40.7019538,-73.9423577,9888.606098,3715226.305,11206,2014-2018,88349,0.023780288,64042,0.724875211,15228,0.172361883,9079,0.102762906,0.334287881,0,0.371220953,0,0.209294955,0,0.067527646,0.126110713,0.669049065,0.148324963,0.046111816,0.27176356,36404,0.095915064,0.403550029,0.430983412,0.060830461,0.029513141,0.074806118,0.040257432,0.038749461,0.03511823,0.360457666,0.599633867,0.001464531,0.078837845,0.321242188,1,,,,1256,2775
G11207,11207,11207,B5,G6350,S,6920385,0,40.6707568,-73.8942089,16454.48956,6920381.544,11207,2014-2018,91972,0.013290012,58644,0.637628844,22820,0.248118993,10508,0.114252164,0.040175271,0,0.33276432,0,0.587667986,1,0.014080372,0.239846558,0.68128655,0.043296314,0.028944686,0.154537198,37243,0.1364437,0.367057762,0.364982147,0.109306993,0.055878444,0.043316219,0.075738226,0.066251401,0.135489065,0.574319066,0.288823293,0.000670871,0.07716866,0.28011432,1,,,,1646,3445
G11208,11208,11208,B5,G6350,S,9265812,0,40.668564,-73.8709902,21472.48098,9265818.637,11208,2014-2018,98660,0.010647745,65603,0.664940199,24123,0.244506386,8934,0.090553416,0.024204338,0,0.413095479,0,0.488019461,0,0.056973444,0.266028342,0.662223924,0.046853058,0.017413507,0.147402734,40733,0.166845733,0.295453839,0.346973122,0.102135142,0.04998744,0.050514946,0.063702587,0.085933183,0.125131896,0.638483807,0.232380076,0.004004221,0.065388597,0.234424039,1,,,,1853,3546
